2025-01-15 14:00:00,185 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 14:00:00,187 - INFO - Cloud service started
2025-01-15 14:09:38,136 - INFO - Data stored: {'temperature': 23.350390023940648, 'humidity': 57.20018183313817}
2025-01-15 14:10:03,166 - INFO - Data stored: {'temperature': 24.654146101676314, 'humidity': 50.33133598865899}
2025-01-15 14:10:28,196 - INFO - Data stored: {'temperature': 21.033211753945956, 'humidity': 53.33089294678093}
2025-01-15 14:10:53,208 - INFO - Data stored: {'temperature': 24.26868593799888, 'humidity': 55.24241768614041}
2025-01-15 14:11:18,241 - INFO - Data stored: {'temperature': 22.782328585629333, 'humidity': 67.78367958114816}
2025-01-15 14:11:43,273 - INFO - Data stored: {'temperature': 22.52481542711582, 'humidity': 51.548708184081256}
2025-01-15 14:12:08,286 - INFO - Data stored: {'temperature': 29.83761177587391, 'humidity': 55.34065252354888}
2025-01-15 14:12:33,317 - INFO - Data stored: {'temperature': 20.65063238027557, 'humidity': 52.658065516679095}
2025-01-15 14:12:58,347 - INFO - Data stored: {'temperature': 26.761909439624784, 'humidity': 54.77397586983872}
2025-01-15 14:13:23,378 - INFO - Data stored: {'temperature': 22.159704696128184, 'humidity': 57.27531381457065}
2025-01-15 14:13:48,411 - INFO - Data stored: {'temperature': 29.45061114611349, 'humidity': 63.65141306178328}
2025-01-15 14:14:13,432 - INFO - Data stored: {'temperature': 22.484893524474067, 'humidity': 54.35169717105762}
2025-01-15 14:14:38,462 - INFO - Data stored: {'temperature': 26.236806209934937, 'humidity': 55.77583303281982}
2025-01-15 14:15:03,491 - INFO - Data stored: {'temperature': 23.407754895277503, 'humidity': 50.72464287372963}
2025-01-15 14:15:28,521 - INFO - Data stored: {'temperature': 24.942833720341223, 'humidity': 63.80168236784877}
2025-01-15 14:15:53,552 - INFO - Data stored: {'temperature': 27.78154324119937, 'humidity': 64.24810609057016}
2025-01-15 14:16:18,580 - INFO - Data stored: {'temperature': 29.492777845299962, 'humidity': 67.7401606129785}
2025-01-15 14:16:43,610 - INFO - Data stored: {'temperature': 27.574271609422397, 'humidity': 57.36059336661073}
2025-01-15 14:17:08,642 - INFO - Data stored: {'temperature': 27.33764341116642, 'humidity': 53.552484718636826}
2025-01-15 14:17:33,673 - INFO - Data stored: {'temperature': 27.466584277236443, 'humidity': 58.62702436389248}
2025-01-15 14:17:58,705 - INFO - Data stored: {'temperature': 25.42145351052739, 'humidity': 65.45642332464044}
2025-01-15 14:18:23,716 - INFO - Data stored: {'temperature': 25.605897259544804, 'humidity': 68.62614521590714}
2025-01-15 14:18:48,749 - INFO - Data stored: {'temperature': 25.14874578150917, 'humidity': 66.62652009276793}
2025-01-15 14:19:13,776 - INFO - Data stored: {'temperature': 25.42960380327046, 'humidity': 66.91333455322534}
2025-01-15 14:19:38,802 - INFO - Data stored: {'temperature': 26.342238135530536, 'humidity': 56.413149875303795}
2025-01-15 14:20:03,833 - INFO - Data stored: {'temperature': 20.45375118132857, 'humidity': 52.01413222838797}
2025-01-15 14:20:28,846 - INFO - Data stored: {'temperature': 25.470725491734115, 'humidity': 68.5512907904414}
2025-01-15 14:20:53,852 - INFO - Data stored: {'temperature': 23.971784405929753, 'humidity': 63.83770250046922}
2025-01-15 14:21:18,884 - INFO - Data stored: {'temperature': 29.1372579480236, 'humidity': 66.76333862245244}
2025-01-15 14:21:43,918 - INFO - Data stored: {'temperature': 26.162245285449615, 'humidity': 58.49500551551433}
2025-01-15 14:22:08,952 - INFO - Data stored: {'temperature': 27.29788038666443, 'humidity': 56.99040860815832}
2025-01-15 14:22:33,985 - INFO - Data stored: {'temperature': 22.644582493804606, 'humidity': 52.53237781115348}
2025-01-15 14:22:59,018 - INFO - Data stored: {'temperature': 25.77988741296427, 'humidity': 52.45806361434677}
2025-01-15 14:23:24,039 - INFO - Data stored: {'temperature': 22.458480880336378, 'humidity': 61.55599944416089}
2025-01-15 14:23:49,072 - INFO - Data stored: {'temperature': 22.50934371260393, 'humidity': 57.89904943812067}
2025-01-15 14:24:14,105 - INFO - Data stored: {'temperature': 26.986655127103568, 'humidity': 56.86012094902534}
2025-01-15 14:24:39,136 - INFO - Data stored: {'temperature': 25.41521185637951, 'humidity': 59.18144122161656}
2025-01-15 14:25:04,168 - INFO - Data stored: {'temperature': 27.854592077474646, 'humidity': 56.8889939266533}
2025-01-15 14:25:29,200 - INFO - Data stored: {'temperature': 25.913554301572688, 'humidity': 52.93853673567393}
2025-01-15 14:25:54,231 - INFO - Data stored: {'temperature': 25.04497396851265, 'humidity': 62.38196219150612}
2025-01-15 14:26:19,263 - INFO - Data stored: {'temperature': 22.756175973347393, 'humidity': 57.407034069890585}
2025-01-15 14:26:44,296 - INFO - Data stored: {'temperature': 24.442135240138235, 'humidity': 56.77610611117343}
2025-01-15 14:27:09,329 - INFO - Data stored: {'temperature': 25.147801048853562, 'humidity': 50.32297109922828}
2025-01-15 14:27:34,339 - INFO - Data stored: {'temperature': 25.831975772229043, 'humidity': 50.44534975388783}
2025-01-15 14:27:59,364 - INFO - Data stored: {'temperature': 28.62355619133435, 'humidity': 69.21020606349467}
2025-01-15 14:28:24,395 - INFO - Data stored: {'temperature': 24.21564974301996, 'humidity': 64.34389648388893}
2025-01-15 14:28:49,426 - INFO - Data stored: {'temperature': 29.952981471251494, 'humidity': 60.37776908545969}
2025-01-15 14:29:14,447 - INFO - Data stored: {'temperature': 25.956720119689876, 'humidity': 64.99671399456491}
2025-01-15 14:29:39,478 - INFO - Data stored: {'temperature': 25.69893793763022, 'humidity': 60.155804021011235}
2025-01-15 14:30:04,494 - INFO - Data stored: {'temperature': 21.828718315739323, 'humidity': 54.435650206289935}
2025-01-15 14:30:29,523 - INFO - Data stored: {'temperature': 27.286543168943314, 'humidity': 51.614860287599264}
2025-01-15 14:30:54,547 - INFO - Data stored: {'temperature': 21.577493759773606, 'humidity': 59.57920575103093}
2025-01-15 14:31:19,574 - INFO - Data stored: {'temperature': 27.778671014520178, 'humidity': 53.81675013357834}
2025-01-15 14:31:44,605 - INFO - Data stored: {'temperature': 25.97059455254623, 'humidity': 59.96317177630995}
2025-01-15 14:36:58,356 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 14:36:58,359 - INFO - Cloud service started
2025-01-15 14:36:58,957 - INFO - Data stored: {'temperature': 29.094111011940996, 'humidity': 53.40607423317771}
2025-01-15 14:37:23,988 - INFO - Data stored: {'temperature': 21.02092600590564, 'humidity': 67.22801914594439}
2025-01-15 14:37:49,011 - INFO - Data stored: {'temperature': 28.507415056741745, 'humidity': 50.11935613086712}
2025-01-15 14:38:14,043 - INFO - Data stored: {'temperature': 29.25502899112858, 'humidity': 52.941204091637374}
2025-01-15 14:38:39,075 - INFO - Data stored: {'temperature': 23.331841901146518, 'humidity': 64.31825561138886}
2025-01-15 14:39:04,106 - INFO - Data stored: {'temperature': 23.1503520337028, 'humidity': 68.72878766777136}
2025-01-15 14:39:29,137 - INFO - Data stored: {'temperature': 20.62689849716278, 'humidity': 61.78937013411452}
2025-01-15 14:39:54,147 - INFO - Data stored: {'temperature': 24.18418525183133, 'humidity': 68.50358409729596}
2025-01-15 14:40:19,183 - INFO - Data stored: {'temperature': 27.567511107185457, 'humidity': 62.98424063250866}
2025-01-15 14:40:44,217 - INFO - Data stored: {'temperature': 27.848320846348273, 'humidity': 52.14326353443757}
2025-01-15 14:41:09,248 - INFO - Data stored: {'temperature': 29.835389432607855, 'humidity': 59.011059460942334}
2025-01-15 14:41:34,280 - INFO - Data stored: {'temperature': 28.886829189898883, 'humidity': 66.6465555876074}
2025-01-15 14:41:59,311 - INFO - Data stored: {'temperature': 29.062317524118722, 'humidity': 52.35570899294531}
2025-01-15 14:42:24,319 - INFO - Data stored: {'temperature': 26.34474018771923, 'humidity': 54.327818671360376}
2025-01-15 14:42:49,349 - INFO - Data stored: {'temperature': 28.077939219390842, 'humidity': 58.724607538298685}
2025-01-15 14:43:14,382 - INFO - Data stored: {'temperature': 27.81751352929337, 'humidity': 51.33123375584829}
2025-01-15 14:43:39,390 - INFO - Data stored: {'temperature': 29.61023385783416, 'humidity': 63.91259226945335}
2025-01-15 14:44:04,423 - INFO - Data stored: {'temperature': 21.712734704973812, 'humidity': 50.08464129851949}
2025-01-15 14:44:29,453 - INFO - Data stored: {'temperature': 21.209697178337123, 'humidity': 56.92626624738186}
2025-01-15 14:45:53,510 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 14:45:53,512 - INFO - Cloud service started
2025-01-15 14:45:54,048 - INFO - Data stored: {'temperature': 24.084399928743125, 'humidity': 51.970410376751445}
2025-01-15 14:46:19,084 - INFO - Data stored: {'temperature': 24.79251955383555, 'humidity': 67.67260289236407}
2025-01-15 14:46:44,116 - INFO - Data stored: {'temperature': 28.267659068267875, 'humidity': 57.2177809670691}
2025-01-15 14:47:09,149 - INFO - Data stored: {'temperature': 21.091249615776224, 'humidity': 62.40191000546929}
2025-01-15 14:47:34,163 - INFO - Data stored: {'temperature': 28.50745290214598, 'humidity': 58.7552727783241}
2025-01-15 14:47:59,194 - INFO - Data stored: {'temperature': 27.690055122637908, 'humidity': 54.222190217111155}
2025-01-15 14:48:24,219 - INFO - Data stored: {'temperature': 21.877107864755455, 'humidity': 54.258976733832604}
2025-01-15 14:48:49,251 - INFO - Data stored: {'temperature': 26.385304850367255, 'humidity': 56.29802641041402}
2025-01-15 14:49:14,275 - INFO - Data stored: {'temperature': 22.097552130133227, 'humidity': 54.26682328643559}
2025-01-15 14:49:39,296 - INFO - Data stored: {'temperature': 23.645775212807575, 'humidity': 58.4820087089267}
2025-01-15 14:50:14,302 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 14:50:14,304 - INFO - Cloud service started
2025-01-15 14:50:16,890 - INFO - Data stored: {'temperature': 28.952831344134395, 'humidity': 57.31681823477015}
2025-01-15 14:50:41,923 - INFO - Data stored: {'temperature': 24.968488784128397, 'humidity': 50.33843524058501}
2025-01-15 14:51:06,954 - INFO - Data stored: {'temperature': 22.054746932973487, 'humidity': 69.84497621156714}
2025-01-15 14:51:31,987 - INFO - Data stored: {'temperature': 25.249519530843642, 'humidity': 63.480200986707004}
2025-01-15 14:51:57,018 - INFO - Data stored: {'temperature': 27.338734053353015, 'humidity': 61.353577500839904}
2025-01-15 14:52:22,051 - INFO - Data stored: {'temperature': 24.316440408676506, 'humidity': 63.85998497118317}
2025-01-15 14:52:47,064 - INFO - Data stored: {'temperature': 24.575650006600863, 'humidity': 66.53887195314479}
2025-01-15 14:53:12,071 - INFO - Data stored: {'temperature': 20.678915689167017, 'humidity': 50.801112810012725}
2025-01-15 14:53:37,104 - INFO - Data stored: {'temperature': 22.392564463618996, 'humidity': 50.13068730913964}
2025-01-15 14:54:02,137 - INFO - Data stored: {'temperature': 24.803691780651956, 'humidity': 63.45873373304262}
2025-01-15 14:54:27,168 - INFO - Data stored: {'temperature': 20.5795301103645, 'humidity': 52.298823199885135}
2025-01-15 14:54:52,179 - INFO - Data stored: {'temperature': 20.01657306525704, 'humidity': 54.61321913787572}
2025-01-15 14:55:17,218 - INFO - Data stored: {'temperature': 25.395036202376865, 'humidity': 57.50005939295175}
2025-01-15 14:55:42,243 - INFO - Data stored: {'temperature': 25.968368250776038, 'humidity': 51.27447647154634}
2025-01-15 14:56:07,275 - INFO - Data stored: {'temperature': 28.510556207090385, 'humidity': 63.372790164006645}
2025-01-15 14:56:32,308 - INFO - Data stored: {'temperature': 26.600797471079463, 'humidity': 59.892783848896286}
2025-01-15 14:56:57,341 - INFO - Data stored: {'temperature': 29.639037948086507, 'humidity': 58.614795145180004}
2025-01-15 14:57:22,375 - INFO - Data stored: {'temperature': 23.57121141334111, 'humidity': 65.91356008654972}
2025-01-15 14:57:47,414 - INFO - Data stored: {'temperature': 28.37019756276734, 'humidity': 66.09073142624464}
2025-01-15 14:58:12,454 - INFO - Data stored: {'temperature': 21.115508598842613, 'humidity': 69.94502803038816}
2025-01-15 14:58:37,487 - INFO - Data stored: {'temperature': 21.8879984999532, 'humidity': 55.68342573144082}
2025-01-15 14:59:02,520 - INFO - Data stored: {'temperature': 21.77939586645271, 'humidity': 54.03837295251711}
2025-01-15 14:59:27,552 - INFO - Data stored: {'temperature': 23.5588135647333, 'humidity': 50.31408395351336}
2025-01-15 14:59:52,562 - INFO - Data stored: {'temperature': 22.84629165236514, 'humidity': 56.44558628311946}
2025-01-15 15:00:17,595 - INFO - Data stored: {'temperature': 21.43922216330403, 'humidity': 66.16417554570347}
2025-01-15 15:00:42,601 - INFO - Data stored: {'temperature': 22.79145520352349, 'humidity': 63.44629501362334}
2025-01-15 15:01:07,632 - INFO - Data stored: {'temperature': 26.957695076386564, 'humidity': 67.60795431287733}
2025-01-15 15:01:32,650 - INFO - Data stored: {'temperature': 22.79291294724796, 'humidity': 59.58782010810797}
2025-01-15 15:01:57,682 - INFO - Data stored: {'temperature': 26.42231049352193, 'humidity': 67.6385260995287}
2025-01-15 15:02:22,713 - INFO - Data stored: {'temperature': 26.02281463175467, 'humidity': 66.52050022919639}
2025-01-15 15:02:47,745 - INFO - Data stored: {'temperature': 24.104756848837688, 'humidity': 68.26549732153339}
2025-01-15 15:03:12,776 - INFO - Data stored: {'temperature': 23.279215940623796, 'humidity': 51.74686010962059}
2025-01-15 15:03:37,808 - INFO - Data stored: {'temperature': 26.518750143068704, 'humidity': 61.48396429714647}
2025-01-15 15:04:02,833 - INFO - Data stored: {'temperature': 22.170677384037536, 'humidity': 66.22427337744949}
2025-01-15 15:04:27,842 - INFO - Data stored: {'temperature': 28.40291819907653, 'humidity': 59.70723878798606}
2025-01-15 15:04:52,873 - INFO - Data stored: {'temperature': 24.90180046299599, 'humidity': 55.775669285790045}
2025-01-15 15:05:17,906 - INFO - Data stored: {'temperature': 24.828864006066368, 'humidity': 51.83762148710835}
2025-01-15 15:05:42,931 - INFO - Data stored: {'temperature': 25.568113160349967, 'humidity': 50.95276988417672}
2025-01-15 15:06:07,938 - INFO - Data stored: {'temperature': 20.201552643586325, 'humidity': 63.90437787962411}
2025-01-15 15:06:32,968 - INFO - Data stored: {'temperature': 21.64603384803586, 'humidity': 53.04295977894317}
2025-01-15 15:06:57,999 - INFO - Data stored: {'temperature': 20.58054929168618, 'humidity': 63.323364165543815}
2025-01-15 15:07:23,030 - INFO - Data stored: {'temperature': 25.607185906657016, 'humidity': 51.89145719503961}
2025-01-15 15:07:48,045 - INFO - Data stored: {'temperature': 23.589149448116913, 'humidity': 61.05611072372298}
2025-01-15 15:08:13,076 - INFO - Data stored: {'temperature': 27.20865869247852, 'humidity': 63.06117099273257}
2025-01-15 15:08:38,107 - INFO - Data stored: {'temperature': 22.876752871366442, 'humidity': 56.65385430176382}
2025-01-15 15:09:03,117 - INFO - Data stored: {'temperature': 24.393993993696842, 'humidity': 67.0279310638779}
2025-01-15 15:09:28,151 - INFO - Data stored: {'temperature': 20.941103290992565, 'humidity': 62.07698334662367}
2025-01-15 15:09:53,182 - INFO - Data stored: {'temperature': 29.295170883263783, 'humidity': 68.37358777298684}
2025-01-15 15:10:18,205 - INFO - Data stored: {'temperature': 28.672443441837032, 'humidity': 62.20601558984458}
2025-01-15 15:10:43,236 - INFO - Data stored: {'temperature': 27.129905394223016, 'humidity': 61.54661777918347}
2025-01-15 15:11:08,267 - INFO - Data stored: {'temperature': 21.76217274009251, 'humidity': 50.564651012212096}
2025-01-15 15:11:33,298 - INFO - Data stored: {'temperature': 27.81982671988296, 'humidity': 57.418644144038275}
2025-01-15 15:11:58,329 - INFO - Data stored: {'temperature': 23.036334844840702, 'humidity': 61.88882562678744}
2025-01-15 15:14:28,503 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 15:14:28,505 - INFO - Cloud service started
2025-01-15 15:14:29,170 - INFO - Data stored: {'temperature': 27.12723902509656, 'humidity': 64.62487125927146}
2025-01-15 15:14:54,201 - INFO - Data stored: {'temperature': 22.392628016959137, 'humidity': 54.25797636943143}
2025-01-15 15:15:19,234 - INFO - Data stored: {'temperature': 28.151892953791066, 'humidity': 67.07956126094152}
2025-01-15 15:15:44,268 - INFO - Data stored: {'temperature': 24.032431095721137, 'humidity': 63.699770768744166}
2025-01-15 15:16:09,302 - INFO - Data stored: {'temperature': 20.69261131497328, 'humidity': 68.53023966725465}
2025-01-15 15:16:34,332 - INFO - Data stored: {'temperature': 24.049507392311448, 'humidity': 64.04717396264914}
2025-01-15 15:17:00,698 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 15:17:00,700 - INFO - Cloud service started
2025-01-15 15:17:03,833 - INFO - Data stored: {'temperature': 22.05307059791774, 'humidity': 68.08045589506315}
2025-01-15 15:17:28,866 - INFO - Data stored: {'temperature': 25.656752952422245, 'humidity': 62.037114901194286}
2025-01-15 15:17:53,881 - INFO - Data stored: {'temperature': 28.21192877079463, 'humidity': 66.22989082983909}
2025-01-15 15:18:18,914 - INFO - Data stored: {'temperature': 24.29634864245443, 'humidity': 52.2266959025108}
2025-01-15 15:18:43,945 - INFO - Data stored: {'temperature': 26.077823227090025, 'humidity': 67.24409271151461}
2025-01-15 15:20:20,102 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 15:20:20,104 - INFO - Cloud service started
2025-01-15 15:20:20,756 - INFO - Data stored: {'temperature': 20.65085041715697, 'humidity': 59.331281902346355}
2025-01-15 15:20:45,772 - INFO - Data stored: {'temperature': 23.2525061700178, 'humidity': 67.6476661988482}
2025-01-15 15:21:10,807 - INFO - Data stored: {'temperature': 22.279913072490935, 'humidity': 59.63402390061786}
2025-01-15 15:21:35,839 - INFO - Data stored: {'temperature': 23.799622199499094, 'humidity': 65.07788001138684}
2025-01-15 15:22:00,869 - INFO - Data stored: {'temperature': 29.450741145520553, 'humidity': 61.361154959688335}
2025-01-15 15:22:25,901 - INFO - Data stored: {'temperature': 22.060332019619757, 'humidity': 57.05656307779545}
2025-01-15 15:23:08,504 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 15:23:08,507 - INFO - Cloud service started
2025-01-15 15:23:34,174 - INFO - Data stored: {'temperature': 29.633899337644436, 'humidity': 55.57348899214918}
2025-01-15 15:23:59,183 - INFO - Data stored: {'temperature': 22.107513006628363, 'humidity': 60.24921625732152}
2025-01-15 15:24:24,215 - INFO - Data stored: {'temperature': 24.175440036016035, 'humidity': 55.754895076651714}
2025-01-15 15:24:49,247 - INFO - Data stored: {'temperature': 28.290526738022912, 'humidity': 50.73640563247043}
2025-01-15 15:29:59,097 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 15:29:59,100 - INFO - Cloud service started
2025-01-15 15:29:59,690 - INFO - Data stored: {'temperature': 23.907509954313145, 'humidity': 69.18923841909468}
2025-01-15 15:30:24,723 - INFO - Data stored: {'temperature': 24.700905083147, 'humidity': 58.15754940022821}
2025-01-15 15:30:49,756 - INFO - Data stored: {'temperature': 20.14401255386879, 'humidity': 59.795404591141896}
2025-01-15 15:31:14,786 - INFO - Data stored: {'temperature': 20.99985469015631, 'humidity': 59.14673060279662}
2025-01-15 15:31:39,812 - INFO - Data stored: {'temperature': 27.237313497433778, 'humidity': 61.82453975196984}
2025-01-15 15:32:04,844 - INFO - Data stored: {'temperature': 24.02444654184114, 'humidity': 64.4900650548263}
2025-01-15 15:39:24,679 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 15:39:24,681 - INFO - Cloud service started
2025-01-15 15:39:25,275 - INFO - Data stored: {'temperature': 22.076013092594877, 'humidity': 50.32809659835751}
2025-01-15 15:39:50,300 - INFO - Data stored: {'temperature': 23.94884360240566, 'humidity': 59.01247832266075}
2025-01-15 15:40:15,333 - INFO - Data stored: {'temperature': 23.05930039676088, 'humidity': 55.38632584561318}
2025-01-15 16:21:25,836 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 16:21:25,839 - INFO - Cloud service started
2025-01-15 16:21:26,474 - INFO - Data stored: {'temperature': 22.10458834279114, 'humidity': 62.30474937479617}
2025-01-15 16:21:51,502 - INFO - Data stored: {'temperature': 29.391282077160987, 'humidity': 54.38610475390279}
2025-01-15 16:22:16,525 - INFO - Data stored: {'temperature': 24.943612151245105, 'humidity': 67.0155422747091}
2025-01-15 16:22:41,541 - INFO - Data stored: {'temperature': 26.84465053193218, 'humidity': 51.11751937558962}
2025-01-15 16:23:06,566 - INFO - Data stored: {'temperature': 26.66020302002121, 'humidity': 59.08176321382851}
2025-01-15 16:23:31,596 - INFO - Data stored: {'temperature': 27.04339830663676, 'humidity': 63.02159121162653}
2025-01-15 16:23:56,623 - INFO - Data stored: {'temperature': 26.75274267740342, 'humidity': 62.14614829075115}
2025-01-15 16:24:21,654 - INFO - Data stored: {'temperature': 24.846325250784748, 'humidity': 54.06660463276821}
2025-01-15 16:24:46,680 - INFO - Data stored: {'temperature': 22.66124071489575, 'humidity': 50.090646566880295}
2025-01-15 16:25:11,711 - INFO - Data stored: {'temperature': 22.48396084596907, 'humidity': 52.830604646757536}
2025-01-15 16:25:36,737 - INFO - Data stored: {'temperature': 28.263859770440597, 'humidity': 62.048695144830596}
2025-01-15 16:26:01,768 - INFO - Data stored: {'temperature': 27.146843791439323, 'humidity': 55.835296299605766}
2025-01-15 16:26:26,792 - INFO - Data stored: {'temperature': 21.15552541227307, 'humidity': 66.77356782255907}
2025-01-15 16:26:51,801 - INFO - Data stored: {'temperature': 20.942322830780196, 'humidity': 53.8674932862594}
2025-01-15 16:27:16,833 - INFO - Data stored: {'temperature': 23.590555119767437, 'humidity': 68.49199559300577}
2025-01-15 16:27:41,864 - INFO - Data stored: {'temperature': 23.191368495409417, 'humidity': 66.01586116657137}
2025-01-15 16:28:06,895 - INFO - Data stored: {'temperature': 26.3852979198818, 'humidity': 67.22988878511512}
2025-01-15 16:28:31,926 - INFO - Data stored: {'temperature': 29.903755455457695, 'humidity': 52.94058034010626}
2025-01-15 16:28:56,958 - INFO - Data stored: {'temperature': 26.872594496853672, 'humidity': 55.43992385028891}
2025-01-15 16:29:21,990 - INFO - Data stored: {'temperature': 24.178152152176594, 'humidity': 59.183602017549795}
2025-01-15 16:29:47,022 - INFO - Data stored: {'temperature': 24.38449736087867, 'humidity': 58.26114247907366}
2025-01-15 16:30:41,377 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 16:30:41,380 - INFO - Cloud service started
2025-01-15 16:30:42,033 - INFO - Data stored: {'temperature': 21.54084944736899, 'humidity': 62.96517086544992}
2025-01-15 16:31:07,060 - INFO - Data stored: {'temperature': 24.693150212202685, 'humidity': 61.31220338199382}
2025-01-15 16:31:32,094 - INFO - Data stored: {'temperature': 27.721445215432674, 'humidity': 67.29437027159335}
2025-01-15 16:31:57,125 - INFO - Data stored: {'temperature': 27.311385794310716, 'humidity': 69.93781527892068}
2025-01-15 16:32:22,158 - INFO - Data stored: {'temperature': 22.395627866302693, 'humidity': 61.760909000496554}
2025-01-15 16:32:47,190 - INFO - Data stored: {'temperature': 22.541458382690138, 'humidity': 68.8080779585729}
2025-01-15 16:33:12,222 - INFO - Data stored: {'temperature': 27.049673144636493, 'humidity': 64.84409529268501}
2025-01-15 16:33:37,252 - INFO - Data stored: {'temperature': 27.819597579277186, 'humidity': 63.276695439483305}
2025-01-15 16:34:02,283 - INFO - Data stored: {'temperature': 22.897001349343935, 'humidity': 64.61229737083075}
2025-01-15 16:34:27,311 - INFO - Data stored: {'temperature': 29.459070159406693, 'humidity': 64.06113989523449}
2025-01-15 16:35:33,840 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 16:35:33,842 - INFO - Cloud service started
2025-01-15 16:35:34,499 - INFO - Data stored: {'temperature': 26.965298803990294, 'humidity': 60.48183107863179}
2025-01-15 16:35:59,533 - INFO - Data stored: {'temperature': 24.07147399124142, 'humidity': 52.17711900360088}
2025-01-15 16:36:24,568 - INFO - Data stored: {'temperature': 21.191406185335435, 'humidity': 60.586570416738475}
2025-01-15 16:36:49,575 - INFO - Data stored: {'temperature': 24.8736410933393, 'humidity': 59.19344009399267}
2025-01-15 16:37:14,589 - INFO - Data stored: {'temperature': 23.68095504675877, 'humidity': 60.70857595523208}
2025-01-15 16:37:39,619 - INFO - Data stored: {'temperature': 28.317277923023944, 'humidity': 63.61320762567274}
2025-01-15 16:38:04,650 - INFO - Data stored: {'temperature': 25.08486853246751, 'humidity': 63.6471960325638}
2025-01-15 16:38:29,682 - INFO - Data stored: {'temperature': 27.244472781671167, 'humidity': 62.07608559149869}
2025-01-15 16:38:54,709 - INFO - Data stored: {'temperature': 29.52173257279579, 'humidity': 66.67053038348487}
2025-01-15 16:39:19,741 - INFO - Data stored: {'temperature': 22.329539982696307, 'humidity': 51.45187500109078}
2025-01-15 16:39:44,768 - INFO - Data stored: {'temperature': 21.084681348547377, 'humidity': 68.0441562757466}
2025-01-15 16:40:09,800 - INFO - Data stored: {'temperature': 27.876967825788093, 'humidity': 63.17991342994324}
2025-01-15 16:40:34,831 - INFO - Data stored: {'temperature': 25.881423585351623, 'humidity': 51.11165670059664}
